post,value
"18. 10. 1.  6:02  <직원 인증>  여기도 머같은 비서‘관님’  저기도 머같은 비서‘관님’ 정상기능하는 비서관 보면 아 부럽다  정무한답시고 설치면서 인턴 없으면 혼자서 일도 못해 보도자료 쓰는거 보면 기자들에 쪽팔려 죽겠어 관님노릇은 하고 싶어서 부들부들 의원, 보좌관 눈치보기, 비위맞추기가 주요업무 어디서 저딴거만 배웠을꼬  후배 질의서, 보도자료 보고 트집잡고 싶은데 능력안돼 내용 지적 못해 오늘도 이거 지적해주신다. “가운데 정렬 맞춰라” “자간장평 맞추라” 키보드로 때리고 싶다.   관님들 덕분에 오늘도 많이 배운다.  저런거 배워야지-가 아니라 절대 저러지 말아야지-하고.",<직원 인증>
18. 10. 1.  4:13  <직원 미인증>  사무실에서 담배 좀 피우지 마세요. 연기 안나는 걸로 바꿔서 감사드려야 되나요? 전자담배도 괴롭습니다.,<직원 미인증>
"18. 9. 28.  9:18  <직원 미인증>  941번째 글 보고 저도 한번 풀어봅니다. ㅇㅇ뉴스라고 돼있지만, 그 분 접해본 사람은 어딘지 다 알 것 같네요. ㅇㅇㅇ 대표하고 저희 영감님하고 인터뷰 잡은 적 있었는데 사람이 무례해도 어느 정도껏 해야지. 때쟁이도 그런 때쟁이가 없습니다. 그러고서 무슨 포럼 와달라고 계속 연락하는데, 오죽하면 영감님이 열뻗치는거 꾹꾹 참고 거기 가셨겠습니까. 거기 기자님 이것저것 챙겨주시고 좋은 분인거 알지만, ㅇㅇㅇ 대표 생각하면 진짜 아무 것도 해주고 싶지 않습니다. 기자님은 빨리 탈출하셔서 더 좋은 곳으로 가세요. 그래야 마음놓고 ㅇㅇ뉴스 망하라고 빌 수 있을 것 같습니다.",<직원 미인증>
"18. 9. 28.  5:36  <직원 인증>  대나무숲에 글만 올라오면 바로가서 확인하는 비서관 재밌네 웃기네 하며 아무렇지 않게 글평을 하지만 은근 걱정하며 보는 거 다알아  네가 어떤 못된 짓만 골라서하는지 열거하면 2박3일을 써도 부족하니 저리루 치우고  자기보다 아래 비서들이 누구랑 만나고 오기만 하면 무슨 대화를 했는지, 일일히 검열하는 너를 보며 뒷말 나오는게 그렇게 무서우면 네 행동을 고칠 생각을 하라고 쏘아붙이고 싶지만 나도 지금 당장은 가난한 소시민이라 대숲에다 소심하게 저격글만 쓴다  하지만 조금만 기다려 나 나가는 날에 팡 터뜨리고 나갈거야 얼마 안 남았네? ㅎㅎㅎㅎㅎㅎㅎㅎ 기대해도 좋아  이 글보고 누구얘기일까 궁금해하지도 말고 나는 아니겠지라며 억지위안도 하지마 확실하게 너 말하는거야",<직원 인증>
"18. 9. 28.  10:30  <직원 미인증>  저도 예전에 모의원실 인턴 면접을 본적이 있었는데 의원실 보좌진 분들도 하나같이 다들 친절하시고 지방에서 서울까지 오느라 고생많았다고 하시고 그렇게 제가 오히려 미안할정도로 잘 대해주셨습니다. 나중에 그 글쓴분께서 역량을 인정받아 회관에서 일하게되면 다양한 민원 전화를 받을 수도 있을텐데, 그런 방식의 민원 전화는 아닌것같습니다. 그리고 기자님들 애먼데 들쑤시지마시고 차라리 대나무숲에 글을 올려 제보를 받으시죠. 다섯명이나 인턴 면접을 봤다는데.",<직원 미인증>
<여의도 옆 대나무숲에서 알려드립니다>  여의도 옆 대나무숲은 의  일부 내용이 허위사실이라는 신고가 접수되어  내용의 당사자로부터 직접 해명을 듣고 운영진 내부 의결을 거쳐 해당 투고가 삭제 처리되었음을 알립니다.  감사합니다.,<직원 미인증>
18. 9. 27.  4:24  <직원 인증>  저 아래 인턴지원자인데  모의원실 특정하며 쓰신분 정신차리세요. 당시 60명이 넘는 지원자 중 엄선해서 4-5명쯤 면접을 봤고 그중 1명을 인턴으로 선발했습니다. 수십군데 떨어졌다면 마지막 지원이라고 전화하고 이메일 보내고 심지어 전화해서 소리지르고 난리친게 누군데 어디 정당한 합격자인데 떨어진 코스프레를 하십니까? 그러고 나서도 인턴합격자 SNS 가서 분탕질하고 시비걸고 스토킹 짓도 하신양반이 제정신입니까?  의원실에서 필요한 홍보능력이 있는 분들 면접보고 합격시켰고 지원서 하나 하나 안 읽어 본것이 없으며 모든 사람지원자… 더 보기 서류를 엑셀로 정리해 비교평가했습니다.  하기야 어떤 비서관 지원자중 하나는 아버지가 전화해서 자기가 지역 운영위원인지 대의원이지 그런데 왜 면접을 못 보게 하냐며 가만두지 않겠지고 하는 분들도 있는것 보면 취업도 어렵지만 지원자들  상식도 많이 떨어지는듯 싶던데  익명이라고 막말하고 그러는거 아닙니다. 그리고 누가 저런글 쓴다고 사실확인도 없이 댓글달고 기사쓰려고 여기저기 쑤셔보는 기자님들도 제발 좀...,<직원 인증>
"18. 9. 27.  10:13  <직원 인증>  본관은 전직원 가방검색을 합니다. 회관 비서분에게 가방 검색대에 넣어달라고하니 ""저 직원인데요?!"" 짜증내면서 대답하시네요. 인성이 문제있는건지... 사회경험이 짧아서인지..  말 좀 예쁘게하세요~~ 못하시면 어디가서 배우시던지..",<직원 인증>
"18. 9. 26.  10:11  <직원 미인증>  유은혜 교육부 장관 후보자의 인사청문회를 보면서 이렇게 국민적 관심사가 많은 장관 인사 청문회가 있었는지 묻고 싶네요! 유은혜 의원님~좀 관심이 가는 사항이라서 옛날 신문기사를 검토해 봤습니다. 유은혜 의원님이 인사청문회 전, 후로 최근 붉어진 가정사가 국민의 많은 관심을 모으고 있는데~ 과거 민주화운동 하시느라 고생 좀 하셨다고~민주화 운동 하시느라 자녀 문제에 심각한 관심과 애정 때문인지~딸 자녀가 유치원 동기와 같은 초등학교에 다니기 위해 위장 전입 하셨다고~~~~그런데 자녀의 병역면제 의혹이나 위장전입은 둘째치고… 더 보기 민주화 운동 하셨다는데~그 민주화운동에 어떤일을 하셨는지 국민의 한 사람으로 진심으로 묻고 싶어요~~~~유은혜 의원님은 1985년 2월 초에 서울대, 고려대, 성대생 등  많은 학생들과 서울 종로거리에서 민주제도쟁취 국민운동대회라는 가두시위가 전경들에 의해 저지당하자 인근 장안빌딩 옥상에 국민에게 드리는 글이라는 유인물을 살포하고 메가폰을 잡고 반정부 구호를 외쳤다는 이유로 서울지검 공안부와 동대문 경찰서에 집회 및 시위에 관한 법률위반협의로 구속되었는데~한달 후 서울지검 공안부는성균관대생 동양철학과 유은혜 학생이 반성문을 여러차례 쓰고 개전의 기미가 있어 기소유예로 풀어준다는 발표가 당시 신문기사에 있음을 확인했습니다. 이른바 노동운동으로 검찰에 구속되어 반성문 한장 안썼다는 이유로 6개월 구속 상태에서 마지막으로 집행유예로 나온 같은 당 은수미 전 의원 같은 훌륭한 민주화 운동, 노동 운동가가 계시는데~당시 유은혜 학생이 여러차례 썼다던 (당시 서울지검 공안부 발표에 의한 신문기사 보도에 따른) 반성문을 유은혜 의원님은 공개함을 정식으로 요청드립니다. 더구나 자신이 민주화 운동 하느라 자녀 문제에 신경을 많이 쓰지못했다면 자신이 어떤 민주화 운동을 했는지 스스로 해명 부탁 드립니다.",<직원 미인증>
"18. 9. 25.  10:01  <직원 미인증>  OO뉴스 기자님들은 괜찮던데 거기 사주는 왜 그렇게 개차반인가요? 인터뷰 일정으로 갑질 좀 적당히 했으면 합니다.엄연히 일정담당 비서가 있는데, 어렵다고 했으면 적당히 알아 쳐 먹어야지. 눈치가 없는건지, 개념이 없는건지 ㅅㅂ 쓰다보니 더 열받네요. 부디 정치권엔 기웃거리지 않길 바랍니다. 팀킬 당하고 싶지 않다면요",<직원 미인증>
 <직원 미인증>  부탁드립니다. 이력서 좀 읽어주세요. 긴 글을 다 읽어주십사 부탁드리는건 아니에요. 메일 클릭이라도 해주세요.  밤 새고 머리 싸매서 제출한 이력서들이 아직도 '읽지않음' 이라는게 너무 서럽습니다. 마감날짜는 한참 지났어요..,<직원 미인증>
18. 9. 20.  8:38  <직원 인증>  막내야 말 짤라먹지마 보좌관이든 비서관이든 비서든 가리지 않고 반말하는 너를 보면서 가정교육의 중요성을 느껴 예전에 좋게 얘기했더니 웃으면서 버릇이라고 못 고치겠다며 어물쩍 넘어가고 조심하려는 노력조차 안하는 너를 보고 그냥 다른 데 가서 반말 찍찍 하다가 큰 코 한 번 다쳐보라고 두 번 얘기 안하는 거야 그런데 버릇이라 못 고친다는 애가 의원한테는 반말 안하더라 너는 버릇이 사람 골라가면서 나오나보다,<직원 인증>
"18. 9. 20.  4:43  <직원 미인증>  하 XX발 진짜 X같아서 못해먹겠다.  하루에도 열두번씩 사표 쓰고 싶고 환장할 노릇이네 기본적으로 일은 굴러가게 해야하는거 아닌가?  초짜들이 모인것도 아니고 윗대가리 라인 싸움하느라 밑에서는 죽어나는데 누구하나 관심이 없다 걍 내 밥그릇, 내 권력만 관심이 있지 영감을 위한 기본적인 업무 조차 한두사람 갈아서 간신히 굴러가는 지경인데도 여전히 권력다툼에만 정신이 팔렸다.  영감 머릿속에는 재선만 있는데, 이래가지고 무슨 재선을 하나? 자기 스태프 관리조차 못해서 병신같이 굴러가는데 재선은 해서 뭐하나? 그게 다 무슨 소용이람.",<직원 미인증>
18. 9. 20.  10:02  <직원 미인증>  우리방 비서는 상임위장에 앉아있으면 거기서 일어나는 모든 일과 그에 대한 자신의 의견을 단톡방에 중계한다.. 그런데 우리도 사무실에서 의사중계로 다 보고 듣고 있다 얘가 제발 단톡방에 쓸 데 없는 얘기 좀 그만 올렸으면 좋겠다 계속 알림은 울리는데 업무 단톡방이니 알림을 끌수도 없다 단톡 확인하면 팔할이 쓸 데 없는 내용이다 다른 사람이 상임위장에 앉아있을 때는 할 말 없어서 조용히 있는 줄 아는거니 잡담은 업무단톡방에 하는 게 아니라 니 친구랑 하는 거라고 안 알려주면 모르는 거니,<직원 미인증>
"18. 9. 20.  9:43  <직원 인증>  대나무숲 눈팅하는 기자님들 제발 이 기사 좀 써주세요.  제목: 법안, 민생은 뒷전 홍보에 몰두하는 국회의원들  백업 자료 : 1. 각 방 홍보비서 찾아서 설문조사 (의원sns의원이 직접하냐, 보좌진이하냐) *이경우 답변안해주는 의원실 있을텐데 답변해준 의원실들로만 통계내서 기사쓰시면되겟네여 *요즘 인스타, 유투브까지 홍보채널을 늘리고 있어 심한 의원실의경우 의원실 보좌진 3명이상이 sns에 달라붙어있음    2. 의원별 평균 sns운영개수 및 가장 많은 매체를 운영하는 의원 TOP10,  3. sns매체별 의원이용수(페이스북 하는사람 몇명, 트위터 몇명, 블로그 몇명) 4. 보좌진 연봉 얼마  보좌진 연봉이랑 엮어서 국민세금으로 보좌진 고용해서 본인 sns운영하는일 시키고 있다. 로 까주시면 될듯합니다.  법안처리율, 일년평균 법안심사소위 개최일 이런 자료랑도 엮어서 법안일은 안하고 홍보는 매일같이 열심히한다.  이렇게도 까주시면 좋겠네요. 부탁드립니다!",<직원 인증>
"18. 9. 19.  7:58  <직원 인증>  정부 재정 사이트 디브레인 유출 여부를 두고 말이 많네요. 이슈는 지나가고, 보도는 결국 잊혀지겠지만 법은 끝까지 누군가는 책임을 묻겠지요. 거론되는 방의 보좌진의 안위를 기원합니다. '국회의원'과는 달리, 보좌진에겐  발언의 면책특권이 없습니다. 의원에겐 자신이  위험하면 쉽게 보좌진을 걷어낼수 있는  면직특권이 있지요.   그리고 최대한 이 특권을 쓰지않으려는 의원과 아주 자주, 빈번히, 시시때대로 이 특권을 행사하는 의원이 있지요...",<직원 인증>
18. 9. 17.  2:43  <직원 인증>  17일 점심시간에 회관 3식당에서 사람들 기다리고 있는데  ㅈㄱㅌ의원 막무가내로 자리 앉더니 식당 직원 불러다가  의원식당인데 자기가 왜 기다려야 하냐고 갑질 하네요 매번 저렇게 하는거보니 갑질이 몸에 벤듯,<직원 인증>
"18. 9. 14.  1:35  <직원 인증>  예전에 모의원이 보좌관 1명만 있으면 의정활동 충분하다고 했는데,  그 분 의원실 현황보니 TO 꽉 채워져  있던데...무슨 사연이죠? 그리고 당협위원장 내려놓는다는 의원님들, 당협 지역에 내려보낸 지역보좌관, 비서관, 비서 TO는 다 거두어들이셨나요?",<직원 인증>
18. 9. 11.  8:27  <직원 미인증>  왜 국회는 똑같이 정책비서라고 하면서  여자만 차심부름하고 사무실 정리하고 과일 깎아야하죠? 성평등 인권 외치면서 왜 사무실에 있는 여자 비서들 인권은 개무시하죠? 관들한테는 바라지도 않아요 ㅎ 남자 비서들 손에는 금테라도 둘렀나요? 여자 비서들이 아가씨하려고 입사한것도 아닌데 왜 여전히 탕비실 업무는 여자 몫이죠? 집에서는 한다고요? 개가짖는 소리하지말아요. 그럼 좀 도와주고 아니 같이 하면서 그런 소리 하시죠?,<직원 미인증>
18. 9. 11.  7:36  <직원 미인증>  회관 헬스장 이용하는 형님들 제발 부탁드리오니 자기가 사용한 원판은 좀 원상복구해두고 나가주세요. 저같은 약골은 형님들 쓰던 원판 빼고 정리하다가 운동할 힘 다 빠집니다. 근무하시는 직원분들도 그거 정리하는 거 보통 힘든일 아닙니다. 대한민국 어느 헬스장이나 이런 비매너가 판을 치지만 우리는 그래도 법 만드는 입법부 아닙니까요. 운동 열심히들 하시고 자기가 사용한 운동기구는 잘 정리해두고 나가는 매너충만 국회인이 됩시다요~~,<직원 미인증>
"18. 9. 10.  8:36  <직원 미인증>  국회에서 제일 황당한 것은 내정자 있으면서 인사공고 띄워서 서류 받고 면접 보는 것 같아요. 특히 인턴, 9급 등 낮은 직급에서 더더욱. 그럴거면 공고를 왜 띄우는거죠? 그냥 조용히 아는 사람 데려오시죠..열심히 서류 넣고 시간내서 면접봐도 의원 아는 사람, 보좌관 아는 사람, 후원회장 아는 사람 낙하산으로 꽂을 거면서...사람 시험하고 들러리 세우는 것도 정도껏 하셔야죠. 내정자가 애매해서 전형을 진행한 경우가 아니라 확고한 내정자가 있는데도 공고 띄우고 채용전형을 진행한 경우를 많이 봤습니다. 아, 들어보니 이런 사례 모아 놓은 판도라의 상자가 곧 열릴 것 같던데요, 실력으로 들어와서 열심히 일하는 보좌진이 도매급으로 넘어가지 않길 바랄뿐입니다.",<직원 미인증>
18. 9. 7.  1:29  <직원 미인증>  보좌관님. 보좌관님이 의원님도 아니고 우리가 당신 손님을 챙겨야 하죠?   당신 손님이랑 밥처먹고 와서는 '회의실에서 커피 한 잔 하실래요?' 말하면서 손님들이랑 회의실 들어가버리는건 누구보고 알아서 커피 타오라는 말인가요?   개진상꼰대짓 좀 그만하세요. 니가 의원이세요? 아님 알아서 우리가 손님 챙길만큼 대우받을만한 사람이 되시던가요.  하여간 국회 특권 내려놓기 성차별 지랄지랄 떠들면서 하는 짓은 시대착오 개갑질 국회 문화 개선 안하나요? 사무처에서 캠페인이라도 해주세요. 눈치라도 보라고,<직원 미인증>
"18. 9. 6.  11:00  < 직원 인증>  칭찬은 실명 언급해도 되겠죠?  바른미래당 김관영 원내대표님,  오늘 교섭단체 대표연설보고 뜻밖의 감동을 받았네요.  세상의 절반이 여성이라는 사실을 머리가 아닌 가슴에 담자던 말씀,  보좌진을 떠나 한 사람의 여성으로써 참 감사했습니다. 말씀하신 것처럼 미투법안도 꼭 정기국회 내에 처리될 수 있도록 노력해주세요.   당이 달라 대놓고 응원한다고는 못하지만, 소심하게 여기에 몇자 적어봅니다.",<직원 미인증>
18. 9. 5.  6:28  <직원 미인증>  본인에게 능력이 딸리면 인정하고 배우고 겸손할 줄 알아야지. 아무리 어리고 아랫사람이라 해도 연륜과 경력이 몇곱절인데 꼴에 그것도 자존심이라고 안에서 귀 닫고 밖에 나가 쓸데없는 정보만 들어서 영양가없는 일이나 시키니 위에선 깨지고 남들한테 호구나 잡히는 거다. 그동안 본인이 제아무리 좋은 직업 직장에 잘나갔다 해도 이 바닥엔 초보 아마추어 아닌가? 이래서 고집세고 무식한게 젤 무서워...,<직원 미인증>
"18. 9. 5.  11:04  < 직원 인증>  쥐XX 기자들 보거라. 얼마전 투고글보고 바로 피 냄세를 맡은 상어떄마냥 기사 쓰기 전에 기자들의 갑질에 관한 기사들도 좀 써재껴주기를 바란다. 너희들의 갑질이야 말로 전 세계적으로 그 유례가 없을 만큼 끔찍하고 소름끼치니까.   첫째, 국회 보좌진/영감들 겁박해서 대기업/공공기관 조져 광고 수주 청탁하는 점.  둘째,  공공기관 돈으로 꽁으로 해외여행 다니고 남의 돈으로 밥 처먹고 다니는 점.  셋째, 윤리의식과 직업의식은 쥐X만큼도 없어서 취재원 보호를 하지 않는 점. (보좌진들이 제보를 꺼리는 이유 중 하나가 너희들이 신원을… 더 보기 까발려서이기 때문이다. 실 사례임).  넷째, 거지들 마냥 우르르 국회의원들에게 밥 사달라고 하는 점. 민주주의에서 정당한 선거를 통해 선출된 사람들로서, 너희들보다 나이 20~30살은 많다.  다섯쨰, 각종 고액 세미나, XX기 연보, 쓰레기 사진첩을 비열하게 강매시키는 점 등 깨알같이 나열하면 끝이없다.    다른 나라 보좌진들을 우연히 만날 기회가 있었지만 이런식의 기자 갑질은 전 세계적으로 그 유례가 없다고 한다^^",<직원 미인증>
18. 9. 5.  8:58  < 직원 인증>  인턴이자 막내인 사람이 새로 들어왔습니다.  당신은 '그'에게도 차 대접과 설거지를 도맡아 시키기 바랍니다. 막내이자 인턴이자 그녀였던 나에게 그랬던 것처럼요. 제발. 부탁드립니다.,<직원 미인증>
"18. 9. 3.  4:54  < 직원 미인증>  국책연구원 직원들 규정위반에 관련해서 제보를 하고싶은데 적절한 곳을 못찾고있어서  여기 적었습니다  반포 소재 통일관련 국책연구원 정규직 연구원들 근무태도가 심각합니다. 원래는 재직 중 외부 대학교 정규강의는 (시간강사형식으로) 1개씩밖에 못맡게 되어있는데 다들 알음알음? 몰래몰래? 대놓고? 강의 한탕씩 더 뛰어요(그래서 총 두탕을 뜀)  보통 낮에 열리는 학부강의만 정식으로 보고하고 야간에 열리는 대학원강의는 연구원 칼퇴한다음 출강합니다. (해당 대학 수강편람에도 올라오고 하는 정식 강의는 맞아요.) 모교에 정교수임용받으러 줄도 서고싶고 시간강사 월급 부수입도 벌고싶고 한건 알겠는데 .. 이 분들 평상시에 연구비로 이삼백은 우습게 온가족 다 끌고 해외가서 쇼핑하고 해외맛집투어 하는것도 못봐주겠고, 시간강사활동같은 이렇게 명백한 규정위반은 국정감사나 언론에서 한번 털어줬으면 좋겠습니다",<직원 미인증>
"18. 9. 3.  4:32  < 직원 인증>  그렇게 국회 특권 까는 기자님들은  왜 국회직원만 받는 직원복지혜택 다 누리나요? 왜 기자들이 국회 결혼식장, 어린이집, 병의원 혜택 등등 받는지 모르겠습니다. 기자님들 회사는 따로 있잖아요?",<직원 미인증>
"18. 9. 3.  3:43  < 직원 미인증>  의원실에 보좌진분들이 계시듯, 정당에는 당직자들이 있습니다. 그리고 새로 시작하는 초선 의원실이나 꿈틀꿈틀 자리를 잡으려 하는 작은 회사처럼 신생정당도 갖춰진 것 없이 힘든 일들이 많습니다. 그래서 일반 직장의 개념을 넘어서 나름의 사명감과 동료의식이 없으면 ‘깨지기 쉬운 유리조각처럼, 흩어지기 쉬운 모래알처럼’ 유지되기 힘든 곳입니다.  국가적으로나 당에는 늘 끊임없이 크고 작은 행사들이 있어왔고, 다른 기존 정당에 비해 돈도 없고 갖춰진 게 없는 신생정당은 당직자들이 그 모든 걸 해내야 했기에 힘들고 고됐지만 그만큼… 더 보기 동료의식으로 버텨왔습니다. 각각의 사명감, 희생정신 그리고 서로에 대한 신뢰, 협업으로 정당의 기반이 다져지고 있었으니까요. 몸이 힘들지라도 그 작은 것들이 모여 힘이 되고 의지가 되곤 했죠.  그런데 그 작은 것들마저, 일부 적폐들로 망가져가고 있는 당을 보자니 이제는 나와 상관없는 당일지라도 남아있는 선, 후배 및 동료들이 안타까워 여기에라도 글을 남깁니다.  그동안 당 내외적으로 존재했던 부패와 적폐를 나열하라면 끝도 없지만, 위에서부터 아래로 대물림되는 ‘나쁜 정치’가 돌이킬 수 없이 당을 망가트리고 있습니다. 그리고 그 ‘나쁜 정치’의 절정은 같은 동료끼리 서로를 버리기 시작했다는 거예요. 앞장서서, 혹은 방관하며.… 더 보기",<직원 미인증>
"18. 8. 31.  2:08  < 직원 미인증>  언론인입니다. 예전부터 의원갑질, 상사 갑질 욕하는 제보에 언론인이 연락처 남기면 극도로 싫어 하는 분들 있는데요,  솔직히 언론에 알려지면 자기 의원이나 본인도 걸릴까봐 그런거 아닌가요?국회를 향한 비판이 일면 자기들이 하고 있는 갑질도 수면에 떠오르는게 두려운거 아닌가요? 자신의 억울하고 답답한 이야기를 기사로 내기 싫으면 언론이 아무리 댓글을 남기고 연락처를 남겨도 글쓴이가 제보안하겠죠. 글쓴이가 언론에 제보해서 일커질까봐 글쓴이가 피해입는다, 대숲비활성화 된다 이런 핑계대시면서 제보 막는거죠.뭐가 그리 무서운가요? … 더 보기 글쓴이가 익게에 토로만 하고 싶었다면 언론에 제보 안할꺼고 공개적 장소에 이야기 꺼낸만큼 정말 자신의 부조리를 문제 삼아 해결하고 싶다면 익게에 남겨진 언론 연락처로 제보하겠죠^^언론과 피해자의 연결을 가로막지 마세요^^최근 중학교 성폭력 문제도 익게에 올라온 글들을 언론이 취재해서 수면위로 올라온 겁니다. 그 중학생들도 그냥 하소연이나 하려고 익게에 글을 썼을까요?^^",<직원 미인증>
"18. 8. 30.  2:59  <직원 인증>  914번째 외침에 덧붙입니다.  한창 미투 운동으로 시끄러웠을 때, 국회에 이목이 집중됐더랬죠. 과연 국회에서도 미투 바람이 불 것인가, 기사도 나왔습니다.  대숲은 말할 것도 없었습니다. 많은 이들이 자신의 경험을 써내렸고, 우리는 그들 혹은 나의 이야기를 공유하며 함께 분노하고 아파했습니다. 저는 이따금 대숲이 그때만큼 뜨거운 적이 있던가, 우리 모두 비록 익명의 신세들이었지만 그토록 뜨겁게 연대한 적이 있던가 떠올립니다.  그러나 당시 기자들이 보여줬던 태도는 저를 무척 절망하게 만들었습니다. 당신들, 연락처 남기는 것도… 더 보기 모자라 서로에게 '양보하라'며 농담처럼 댓글 달았죠? 뭐가 그렇게 재밌던가요? 당신들의 눈에는 우리의 슬픔이 한낱 낚시터의 물고기 같나요? 당신들은 이곳에서 낚아채면 떼돈을 벌 수 있는 대어라도 기다리나요? 도대체 뭘 양보하라는 말인가요?  저는 그 글들에 경주하듯 앞다투어 자신의 연락처를 써내리던 기자들을 모두 기억합니다. 언젠가 그들을 우연이라도 만난다면 그들이 무슨 짓을 한건지 알려주고 싶거든요.  우리의 아픔은 당신들에게 일확천금과 부귀영화를 안겨줄 기회가 아닙니다. 그런 취급 받을 종류의 것들도 아닙니다. 자신의 아픔을 온전히 자신의 것으로 이야기할 수 없는, 자신의 이름을 지워야만 고민을 나눌 수 있는 처지를 조금이라도 이해한다면, 그리고 그것이 당신들 직업의 또다른 사명이라면 바라건대 제발 부끄러운 줄 아십시오. 여기 당신들 기사거리 궁색 떨라고 만든 곳 아닙니다. 부끄러움을 아는 자들이었다면 애초에 그런 댓글 달며 희희덕대진 않았겠지만요.",<직원 인증>
"18. 8. 30.  2:32  <직원 인증>  자식 열차표 예매시킨 게 왜 뉴스가 됐지? 했던 제 자신에게 놀랐어요.  의원실 생활 오래 하다보니 감각이 많이 무뎌졌나봐요.  무뎌져서 살아남은 건지, 살아남으려고 무뎌진 건지. 그나저나 글 쓰신 분께 피해 없으셔야 할 텐데요.",<직원 인증>
18. 8. 30.  9:49  <직원 인증>  전세계 누구나 볼 수 있는 페이지에 쓴 글을 기사화했다고 기자 탓할 건 아니라고 봅니다. 하지만 우리만의 위로공간이 발가벗겨진 기분이 드는 건 공감이 되네요. 직원들만 이용할 수 있는 비공개 공간이 따로 있으면 좋겠어요.,<직원 인증>
18. 8. 30.  12:10  <직원 인증>  저기요... 추석 때 기차표 예매들 하시나요? 저는 국감준비 때문에 연휴 맞춰서 가본적이 없어요... 저희 방만 그런가요?,<직원 인증>
18. 8. 29.  5:19  <직원 인증>  여의도옆 대나무숲에 기사거리 찾으러 기웃거리는 기자님들께 아룁니다.  정치권 뒷말... 재밌죠.... 어차피 공개된 페이지니까 뭐.. 눈요기 삼아 들어와 보는것 정도는 나쁘지 않다고 생각합니다.  근데 솔직히 직원 입장에서는 말입니다.. 여러분이 그렇게 눈요기 실컷 하고나서 낼름낼름 기사를 써버리시면 그나마 익명으로 속풀이 하는 곳 조차 잃어버리는 느낌이라 아주 기분이 더럽습니다.  특히 디테일이 살아있는 글들은 그렇게 기사내시면 누군지 금방 나와요.  (물론 그게 누군지 아는 것만큼 목적을 달성하는 상황도 없겠습니다만..)… 더 보기 기사로 터뜨리고 싶었으면 댁들한테 제보를 하지 여기다가 썼겠습니까? 그래서 그 직원이 불이익이라도 당하면 그건 나몰라라 하실꺼잖아요. 그리고는 그 의원 나쁜 X이네 하겠죠. 본인들이 그렇게 만드는데 기여했다는건 생각도 않고.. 왜 굳이 익명으로 쓴 속앓이를 기사까지 써가며 만천하에 떠벌리세요? 알만한 사람들끼리 좀 그러지 않았으면 좋겠습니다.  여기 당신네들 기사거리 줄려고 글쓰는 곳 아니라고요.,<직원 인증>
"18. 8. 29.  4:57  <직원 인증>  열차표? 휴가표? ㅋㅋ  난 왕년에 영감 자녀/손자(차마 밝힐수 없다...)출생신고까지 해본 사람이야~ 내 아이도 없는데, 다른 아이 출생신고부터 먼저한 사람이라고;; ㅋㅋ 좀 지나니까 모 대학 어린이집 후보등록 까지 시키던데?",<직원 인증>
18. 8. 29.  11:07  <직원 미인증>  니 손님이면 니 손으로 커피 내가고 니 손으로 챙겨라. 손이 없냐 발이 없냐. 아 개념은 없지? 근데 내가 모시는 건 니가 아니라. 너의 상전되는 분이거든?? 너 따위를 모시자고 사무실에 들어온 게 아니다. '남자보다 젊은 여자가 커피 타는게 보기 좋다' 이런 개소리나 뱉고 본인 개인 손님 안 챙긴다고 직원들한테 지적질하는 거 얼마나 꼴사나운 지 아냐? 하긴 커피심부름 시키는 것에 여자들이 왜 모욕과 성차별을 느끼는지 이해조차 못하는 붕어대가리에 무슨 생각이란게 있겠나 싶다.  그저 국회에 국회에 대한민국 국회에 그런 썩은 아재 할배들이 난무하다는 현실이 절망적이다. 그렇게 살다 나중에 크게 창피 당할 일이 있을거다. 나 포함 모든 여자들이 커피타러 일터에서 버티는게 아니니까.,<직원 미인증>
"18. 8. 28.  9:42 <직원 인증>  내가 의원 자식년놈들 휴가 비행기표 끊는데까진 투덜거리며 했거든. 어차피 시간대야 내가 상관할바가 아니니까. 그런데 XX 의원이 어제 밤에 연락와서 그 자식년놈들 추석 열차표를 잡으라네. 아침 7시부터 일어나서 말이야. 대기번호 1만번 받고 우두커니 앉아있는데 이거 뭐하나 싶어(자식년놈들은 자고 있겠지?). 이거 예매 실패하면, 하루종일 취소표 뜨는지  사이트 들어가봐야 하는데. 어린것들이 벌써부터 특권에 찌들어 가지고 한번은 크리스마스때 가수공연표도 구해달라 하더라고(어째어째 넘겼어 무시하고). 진짜 족같은 가정이야.",<직원 인증>
