관리번호,정류장명,경도,위도
250001192,만천3리,127.77513,37.8761
250001193,산림조합강원본부,127.75365,37.88724
250001194,산림조합강원본부,127.75322,37.88699
250001195,발산3리,127.74599,37.95911
250001196,발산1리,127.7463,37.95331
250001197,운전면허시험장,127.75073,37.94753
250001198,소양강댐주차장,127.80195,37.93833
250001199,직업능력개발센터,127.73946,37.91202
250001200,월곡리,127.7982,37.91746
250001201,감정리,127.78678,37.90376
250001202,농협강원지역본부,127.72308,37.87707
250001203,후평3동우체국,127.75268,37.87244
250001204,부안주유소,127.75247,37.87243
250001205,후평중학교,127.74838,37.87733
250001206,주공7단지,127.75105,37.87554
250001207,주공7단지,127.75116,37.87572
250001208,주공6단지,127.74887,37.87433
250001209,주공6단지,127.74837,37.87422
250001210,주공5단지,127.74691,37.87346
250001211,후평동종점,127.74863,37.89293
250001212,후평동종점,127.74874,37.89376
250001213,후평주공4단지후문,127.75763,37.87492
250001214,후평주공4단지 후문,127.75778,37.87495
250001215,후평주공4단지,127.75696,37.87624
250001216,대우아파트,127.75709,37.87624
250001217,후평3동주민센터,127.75371,37.87624
250001218,후평3동주민센터,127.7548,37.87646
250001219,후동리,127.6221,37.7462
250001220,후동리,127.62018,37.74805
250001221,후동리,127.62402,37.75749
250001222,소주고개,127.62681,37.7603
250001223,후동리,127.62009,37.74793
250001224,후동리,127.62196,37.74616
250001225,후동2리입구,127.63426,37.74274
250001226,후동2리입구,127.63433,37.74264
250001227,후동2리,127.63075,37.74684
250001228,후동,127.61969,37.75097
250001229,중부지구대,127.73832,37.87541
250001230,중부지구대,127.73787,37.87579
250001231,발산1리,127.59631,37.73018
250001232,황골,127.59612,37.73002
250001233,화목원,127.72494,37.92214
250001234,화목원,127.72328,37.92221
250001235,화광사,127.64028,37.74512
250001236,화광사,127.64052,37.74504
250001237,호반체육관,127.75526,37.86541
250001238,우석중학교,127.75522,37.86557
250001239,호반아파트,127.71945,37.89005
250001240,호반아파트,127.71969,37.89015
250001241,호반동주민센터,127.72339,37.89231
250001242,형제기업,127.75091,37.88765
250001243,혈동2리종점,127.68748,37.78532
250001244,혈동2리마을회관,127.68504,37.78785
250001245,혈동2리마을회관,127.68514,37.7879
250001246,혈동2리,127.68656,37.79391
250001247,혈동2리,127.68679,37.79427
250001248,혈동1리종점,127.69994,37.77153
250001249,혈동1리입구,127.7138,37.7707
250001250,혈동1리입구,127.7139,37.7705
250001251,현암리,127.68737,37.8889
250001252,현암리,127.68361,37.885
250001253,현암리,127.6775,37.87683
250001254,현암리,127.67768,37.87687
250001255,현암리,127.68375,37.88496
250001256,현암리,127.68755,37.88887
250001257,강원도재활병원,127.73827,37.90355
250001258,현대3차,127.75184,37.88107
250001259,현대3차,127.75223,37.88109
250001260,신촌2리,127.76646,37.847
250001261,신촌2리,127.7664,37.84713
250001262,향교,127.73466,37.8815
250001263,향교,127.73514,37.88177
250001264,행촌리,127.67823,37.74212
250001265,행촌리,127.67871,37.74214
250001266,디아펠리즈,127.72469,37.8707
250001267,율문2리,127.75572,37.9269
250001268,율문2리,127.75584,37.92709
250001269,항공대정문,127.76167,37.92929
250001270,항공대정문,127.76178,37.92947
250001271,할렐루야기도원,127.77217,37.79398
250001272,할렐루야기도원,127.77274,37.79465
250001273,장애인종합복지관,127.75552,37.84698
250001274,장애인종합복지관,127.7553,37.84742
250001275,한림대학교,127.73725,37.88316
250001276,한국토지주택공사,127.72922,37.86925
250001277,한국전력,127.74863,37.8835
250001278,한국전력,127.74892,37.88354
250001279,한국은행,127.72859,37.88225
250001280,한계울마을,127.72778,37.9403
250001281,한계울마을,127.72757,37.94024
250001282,학곡리종점,127.7603,37.83486
250001283,학곡리종점,127.76041,37.83501
250001284,하일종점,127.75496,37.91395
250001285,하일입구,127.75166,37.90158
250001286,하일입구,127.75162,37.90152
250001287,하이마트,127.73888,37.85607
250001288,하이마트,127.73919,37.85607
250001289,하사관주택,127.70712,37.86456
250001290,하사관주택,127.70695,37.86503
250001291,율문3리,127.76536,37.92992
250001292,포스코더샵아파트,127.74948,37.88061
250001293,포스코더샵아파트,127.74675,37.8817
250001294,포스코더샵아파트,127.74696,37.88157
250001295,포스코더샵아파트,127.7485,37.88162
250001298,팔미쉼터,127.70383,37.82162
250001299,팔미3리,127.69825,37.81379
250001300,팔미3리,127.69635,37.80964
250001301,팔미리,127.69817,37.81387
250001302,팔미1리,127.70436,37.82161
250001303,퇴계동원예농협,127.74443,37.85149
250001304,투탑시티,127.74413,37.85054
250001305,퇴계현대1차,127.72502,37.85858
250001306,퇴계현대1차,127.72643,37.85792
250001307,한진한성,127.72313,37.85945
250001308,퇴계한주아파트입구,127.734,37.851
250001309,가족보건원,127.73544,37.8509
250001310,퇴계한주아파트,127.73898,37.84919
250001311,퇴계한주아파트,127.7346,37.8512
250001312,퇴계주공9차,127.74083,37.84767
250001313,퇴계주공7단지,127.74092,37.84784
250001314,퇴계주공6차아파트,127.74079,37.85115
250001315,퇴계주공6차,127.74157,37.85142
250001316,퇴계주공6차,127.74101,37.85122
250001317,퇴계주공5차아파트,127.74057,37.85436
250001318,퇴계주공4차,127.74545,37.85361
250001319,퇴계주공4차,127.74608,37.85472
250001320,퇴계주공3.4차,127.74472,37.85578
250001321,퇴계주공3.4차,127.74437,37.85567
250001322,퇴계주공2차,127.7371,37.85841
250001323,퇴계주공1차,127.73698,37.85871
250001324,퇴계우체국,127.72326,37.85962
250001325,퇴계우성아파트,127.73021,37.85998
250001326,퇴계동입구,127.72763,37.8593
250001327,남부초교,127.72743,37.85931
250001328,퇴계농공단지입구,127.73264,37.8474
250001329,퇴계농공단지,127.73233,37.84712
250001330,퇴계금호아파트,127.73881,37.84907
250001331,토우시장,127.74738,37.88427
250001332,토우시장,127.74767,37.88312
250001333,태봉,127.6852,37.88759
250001334,탑말,127.69972,37.9464
250001335,탑말,127.69971,37.94627
250001336,크로바아파트,127.74408,37.8805
250001337,크로바아파트,127.74503,37.88071
250001338,칠전동고개,127.71367,37.83625
250001339,칠전동고개,127.71404,37.83657
250001340,칠전동,127.71413,37.84246
250001341,칠전동사거리,127.71448,37.84142
250001342,칠전대우아파트,127.7118,37.84417
250001343,칠전대우아파트,127.71177,37.84436
250001344,충렬탑입구,127.73935,37.91615
250001345,충렬탑입구,127.73914,37.91622
250001346,월드온천,127.75413,37.94934
250001347,월드온천,127.75408,37.94951
250001348,춘천초등학교,127.72096,37.87608
250001349,춘천시보건소,127.72084,37.87621
250001350,미소지움아파트,127.71703,37.87404
250001351,춘천중학교정문,127.7181,37.87398
250001352,춘천중학교,127.71718,37.87487
250001353,춘천중학교,127.71769,37.87527
250001354,학곡2리,127.75865,37.8401
250001355,학곡2리,127.75882,37.84021
250001356,현진에버빌3차,127.72986,37.87507
250001357,춘천역,127.7177,37.885
250001358,춘천시청별관,127.73258,37.88164
250001359,춘천시청별관,127.73294,37.88147
250001360,춘천한샘후문,127.75166,37.92758
250000003,성우오스타아파트,127.7548,37.85635
250000004,거두리주공아파트,127.75944,37.85686
250000005,강원지방경찰청,127.75865,37.86255
250000006,강원지방경찰청,127.75844,37.86249
250000010,지내1리(옥광산입구),127.78235,37.91627
250000011,창촌3리입구,127.64391,37.77665
250000138,산수리,127.64644,37.68338
250000139,산수리,127.64436,37.68636
250000823,부사원리,127.83198,37.74002
250000993,서천리입구,127.55183,37.84081
250000994,방동2리입구(보건소),127.68063,37.89609
250000995,월송1리,127.68736,37.93028
250000996,월송2리,127.68958,37.92309
250000997,신매1리,127.7026,37.93602
250000998,삼악산,127.67424,37.83739
250000999,과수원마을입구,127.70402,37.9112
250001000,싸이클경기장,127.69225,37.86915
250001001,덕만리(혈동1리입구),127.7131,37.7703
250001002,동면치안센터,127.78102,37.90445
250001003,수동1리,127.6729,37.77401
250001004,당림삼거리,127.61002,37.84117
250001005,강촌리,127.62148,37.80294
250001006,봉명2리,127.81121,37.77328
250001012,동산면사무소,127.79596,37.7538
250001013,동산면사무소,127.79571,37.7538
250001014,모래재,127.76588,37.7677
250001015,조양1리,127.81156,37.75617
250001016,부사원고개,127.82278,37.75149
250001017,조양3리,127.82926,37.74303
250001018,조양4리,127.7728,37.76066
250001019,새술막,127.75697,37.78604
250001020,오탄리종점,127.60286,38.05092
250001021,고탄입구,127.67464,37.96603
250001022,눈썰매장입구,127.59891,37.97506
250001023,지암리(물레방아민박),127.60207,37.97769
250001024,지암리(4),127.60433,37.97951
250001025,지암리(3),127.61625,37.98287
250001026,가족쉼터,127.62895,37.97694
250001027,오월교입구,127.64462,37.98383
250001028,고성2리,127.72482,37.99288
250001029,고성2리,127.73634,37.99948
250001030,고성2리(용화산입구),127.73537,37.99464
250001031,고성2리(초설),127.73377,37.99201
250001032,고성2리(드림파크모텔),127.73042,37.99224
250001033,고탄리,127.71363,37.98888
250001034,송암리,127.70197,37.98842
250001035,송암리마을회관,127.68628,37.99546
250001036,송암리(인삼밭),127.68969,38.00121
250001037,송암리(은재된장),127.68322,37.99573
250001038,송암리(밤나무),127.67723,37.99685
250001039,인람리(1),127.67165,37.99581
250001040,인람리(2),127.66544,37.99536
250001041,송암리(은재된장),127.68342,37.99584
250001042,송암리(밤나무),127.67716,37.99707
250001043,인람리(1),127.67031,37.99542
250001044,인람리(2),127.66544,37.99559
250001045,인람리(하우스),127.65942,37.99102
250001046,송암삼거리,127.69088,37.993
250001047,해피초원목장,127.69209,37.98012
250001048,올미,127.7369,37.92801
250001049,올미,127.73673,37.92778
250001050,춘천국군병원,127.72778,37.93677
250001051,지내2리,127.7235,37.95765
250001052,지내보건소,127.73023,37.95809
250001053,거두리사거리,127.79021,37.8614
250001054,거두리사거리,127.79037,37.86138
250001055,신촌리종점,127.78014,37.85401
250001056,고은리입구,127.7745,37.84893
250001057,사암1리,127.76854,37.83104
250001058,천리터,127.89632,37.98372
250001059,추곡1리,127.88076,38.01343
250001060,추곡(낚시터),127.87707,38.03338
250001061,추곡터널,127.86861,38.03491
250001062,발산1리,127.74751,37.95111
250001065,가정1리마을회관,127.57256,37.7412
250001066,가정초교,127.5728,37.74002
250001067,후동리,127.61982,37.75094
250001068,후동리,127.62377,37.75752
250001069,소주고개쉼터,127.62658,37.76034
250001070,발산2리(치안센터),127.62456,37.73887
250001071,가정진료소,127.57568,37.73445
250001072,발산2리(치안센터),127.62473,37.73909
250001073,새술막,127.76007,37.78784
250001074,광판삼거리,127.7102,37.7435
250001075,탑골,127.70918,37.75164
250001077,정족1리입구,127.73133,37.84328
250001078,정족1리,127.73104,37.83633
250001079,증2리,127.70917,37.80906
250001080,금병초교,127.71089,37.81477
250001081,증1리,127.70898,37.8142
250001082,정족1리,127.7308,37.83629
250001083,정족1리입구,127.73114,37.84324
250001084,조양2리,127.7959,37.74593
250001085,조양2리,127.79598,37.74588
250001086,조양2리,127.79634,37.74042
250001087,조양2리,127.79642,37.74009
250001089,상걸2리,127.84817,37.86378
250001090,상걸2리,127.84825,37.86391
250001091,상걸리구출장소,127.83999,37.86617
250001092,상걸리구출장소,127.84023,37.86635
250001093,안보리,127.56679,37.84277
250001094,강촌1리삼거리,127.63595,37.80896
250001095,창촌1리,127.65046,37.78478
250001096,창촌1리,127.65043,37.78508
250001097,창촌3리,127.62862,37.77738
250001098,창촌3리,127.62855,37.7773
250001099,후동1리,127.62217,37.75472
250001100,후동1리,127.62234,37.75472
